Test Name,Expected Status,Status,Error Message
page/locator-click.spec.ts › should double click the button,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/locator-frame.spec.ts › should work with COEP/COOP/CORP isolated iframe,skipped,skipped,fixme
page/network-post-data.spec.ts › should return correct postData buffer for utf-8 body,passed,unexpected,TypeError: Cannot read properties of null (reading 'equals')
page/network-post-data.spec.ts › should return post data w/o content-type @smoke,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""value"": 42} Received: null"
page/network-post-data.spec.ts › should throw on invalid JSON in post data,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'message')
page/network-post-data.spec.ts › should return post data for PUT requests,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""value"": 42} Received: null"
page/network-post-data.spec.ts › should get post data for file/blob,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""file-contents"" Received: null"
page/network-post-data.spec.ts › should get post data for navigator.sendBeacon api calls,passed,unexpected,"Error: expect(received).toStrictEqual(expected) // deep equality Expected: {""foo"": ""bar""} Received: null"
page/page-add-init-script-callback.spec.ts › should call a function passed as an argument,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 1  Array [  1, + 1,  2,  ] Call Log: - Timeout 10000ms exceeded while waiting on the predicate"
page/page-add-init-script-callback.spec.ts › should pass arguments to the callback,passed,unexpected,"Error: page.goto: Test ended. Call log:  - navigating to ""http://localhost:9551/empty.html"", waiting until ""load"""
page/page-add-init-script-callback.spec.ts › should work in a child frame,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 1  Array [  42,  42, + 42,  ] Call Log: - Timeout 10000ms exceeded while waiting on the predicate"
page/page-add-init-script.spec.ts › init script should run only once in iframe,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 2  Array [ + ""init script: no url yet"",  ""init script: /frames/one-frame.html"", - ""init script: /frames/frame.html"", + ""init script: no url yet"",  ]"
page/page-add-script-tag.spec.ts › should throw when added with content to the CSP page,passed,unexpected,Error: expect(received).toBeTruthy() Received: null
page/page-add-style-tag.spec.ts › should throw when added with content to the CSP page,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-basic.spec.ts › frame.press should work,passed,unexpected,TypeError: Cannot read properties of null (reading 'press')
page/page-click-scroll.spec.ts › should scroll into view display:contents,passed,unexpected,"TimeoutError: page.click: Timeout 5000ms exceeded. Call log:  - waiting for locator('text=click me')  - locator resolved to <button onclick=""window._clicked=true;"">click me</button>  - attempting click action  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 20ms  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 100ms  8 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible "
page/page-click-scroll.spec.ts › should scroll into view display:contents with position,passed,unexpected,"TimeoutError: page.click: Timeout 5000ms exceeded. Call log:  - waiting for locator('text=click me')  - locator resolved to <button onclick=""window._clicked=true;"">click me</button>  - attempting click action  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 20ms  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 100ms  9 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible "
page/page-click.spec.ts › should select the text by triple clicking,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""This is the text that we are going to try to select. Let's see how it goes."" Received: """""
page/page-click.spec.ts › should double click the button,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-click.spec.ts › should click the button with fixed position inside an iframe,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""Clicked"" Received: ""Was not clicked"""
page/page-click.spec.ts › should not retain removed iframe after clicking inside it,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/page-click.spec.ts › should click in a transformed iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-click.spec.ts › should click in a transformed iframe with force,passed,unexpected,Error: locator.click: Element is not visible Call log:  - waiting for locator('iframe').contentFrame().locator('div')  - locator resolved to <div>Target</div>  - attempting click action  - scrolling into view if needed  - done scrolling
page/page-click.spec.ts › should click in a nested transformed iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-drag.spec.ts › Drag and drop › should work @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should send the right events,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 4 + Received + 0  Array [  ""mousemove at 120;86"",  ""mousedown at 120;86"",  ""dragstart at 120;86"",  ""mousemove at 240;350"", - ""dragenter at 240;350"", - ""dragover at 240;350"", - ""drop at 240;350"", - ""dragend"",  ]"
page/page-drag.spec.ts › Drag and drop › should not send dragover on the first mousemove,skipped,skipped,fixme
page/page-drag.spec.ts › Drag and drop › should work inside iframe,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should cancel on escape,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 3 + Received + 0  Array [  ""mousemove at 120;86"",  ""mousedown at 120;86"",  ""dragstart at 120;86"",  ""mousemove at 240;350"", - ""dragenter at 240;350"", - ""dragover at 240;350"", - ""dragend"",  ""mouseup at 240;350"",  ]"
page/page-drag.spec.ts › Drag and drop › iframe › should drag into an iframe,skipped,skipped,fixme: implement dragging with iframes
page/page-drag.spec.ts › Drag and drop › iframe › should drag out of an iframe,skipped,skipped,fixme: implement dragging with iframes
page/page-drag.spec.ts › Drag and drop › should respect the drop effect,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should work if the drag event is captured but not canceled,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should work if a frame is stalled,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should work with the helper method,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › Drag and drop › should work with locators,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-drag.spec.ts › should handle custom dataTransfer,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-emulate-media.spec.ts › should emulate type @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/page-emulate-media.spec.ts › should emulate colorScheme should work @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should default to light,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should work during navigation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should change the actual colors in css,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""rgb(0, 0, 0)"" Received: ""rgb(255, 255, 255)"""
page/page-emulate-media.spec.ts › should emulate reduced motion,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should keep reduced motion and color emulation after reload,passed,unexpected,Error: expect(received).toEqual(expected) // deep equality Expected: true Received: false
page/page-emulate-media.spec.ts › should emulate forcedColors ,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/page-emulate-media.spec.ts › should emulate contrast ,passed,unexpected,"Error: Expected ""(prefers-contrast: no-preference)"" not to match, but it did"
page/page-emulate-media.spec.ts › should report hover and fine pointer for desktop,passed,unexpected,"Error: Expected ""(hover: hover)"" to match, but it did not"
page/page-event-console.spec.ts › should trigger correct Log,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-event-request.spec.ts › should report requests and responses handled by service worker,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-event-request.spec.ts › should report requests and responses handled by service worker with routing,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 2  Array [  ""http://localhost:9707/serviceworkers/fetchdummy/sw.html"", + ""http://localhost:9707/serviceworkers/fetchdummy/foo"", + ""http://localhost:9707/serviceworkers/fetchdummy/error"",  ]"
page/page-filechooser.spec.ts › should emit event for iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-filechooser.spec.ts › should be able to reset selected files with empty file list,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-focus.spec.ts › tab should cycle between single input and browser,skipped,skipped,fixme
page/page-focus.spec.ts › tab should cycle between document elements and browser,skipped,skipped,fixme
page/page-goto.spec.ts › should send referer,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://google.com/"" Received: undefined"
page/page-goto.spec.ts › should send referer of cross-origin URL,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""https://microsoft.com/xbox/"" Received: undefined"
page/page-goto.spec.ts › should override referrer-policy,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://microsoft.com/"" Received: undefined"
page/page-history.spec.ts › page.goBack should work for file urls,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-history.spec.ts › goBack/goForward should work with bfcache-able pages,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-keyboard.spec.ts › should press audio and media control keys,passed,unexpected,"Error: keyboard.press: Unknown key: ""AudioVolumeMute"""
page/page-mouse.spec.ts › should dblclick the div,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-mouse.spec.ts › should always round down,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 1  Array [  50, - 50, + 51,  ]"
page/page-network-idle.spec.ts › should not wait for an open EventSource connection,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-idle.spec.ts › should not wait for an open EventSource connection in setContent,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-request.spec.ts › should return postData,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""{\""foo\"":\""bar\""}"" Received: null"
page/page-network-request.spec.ts › should work with binary post data,passed,unexpected,TypeError: Cannot read properties of null (reading 'length')
page/page-network-request.spec.ts › should work with binary post data and interception,passed,unexpected,TypeError: Cannot read properties of null (reading 'length')
page/page-network-request.spec.ts › should parse the json post data,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""foo"": ""bar""} Received: null"
page/page-network-request.spec.ts › should parse the data if content-type is application/x-www-form-urlencoded,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""baz"": ""123"", ""foo"": ""bar""} Received: null"
page/page-network-request.spec.ts › should parse the data if content-type is application/x-www-form-urlencoded; charset=UTF-8,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""baz"": ""123"", ""foo"": ""bar""} Received: null"
page/page-network-request.spec.ts › should return multipart/form-data,passed,unexpected,TypeError: Cannot read properties of null (reading 'toString')
page/page-network-request.spec.ts › should return event source,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""eventsource"" Received: ""document"""
page/page-network-request.spec.ts › should not allow to access frame on popup main request,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'message')
page/page-network-response.spec.ts › should return non-utf8 body even when content-type says utf8,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-network-response.spec.ts › should report all headers,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 3 + Received + 1  Object {  ""header-a"": Array [ - ""value-a"", - ""value-a-1"", - ""value-a-2"", + ""value-a, value-a-1, value-a-2"",  ],  ""header-b"": Array [  ""value-b"",  ],  }"
page/page-network-response.spec.ts › should report multiple set-cookie headers,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 2 + Received + 2  Array [ - ""a=b"", - ""c=d"", + ""a=b + c=d"",  ]"
page/page-network-response.spec.ts › should report if request was fromServiceWorker,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-network-sizes.spec.ts › should have the correct responseBodySize for chunked request,skipped,skipped,fixme
page/page-request-continue.spec.ts › should not throw if request was cancelled by the page,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-request-continue.spec.ts › continue with headers should send fresh cookie from the browser cookie store,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""foo=v2"" Received: ""foo=v1"""
page/page-request-fulfill.spec.ts › should not throw if request was cancelled by the page,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-request-gc.spec.ts › should collect element retained by locator hit-target interceptor after detach,skipped,skipped,fixme: Firefox hit-target interceptor does not release its element reference on detach
page/page-request-intercept.spec.ts › should intercept multipart/form-data request body,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: null
page/page-request-intercept.spec.ts › request.postData is not null when fetching FormData with a Blob,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: null
page/page-route.spec.ts › should be abortable with custom error codes,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""NS_ERROR_OFFLINE"" Received: ""NS_ERROR_ABORT"""
page/page-route.spec.ts › should not throw if request was cancelled by the page,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-route.spec.ts › should intercept when postData is more than 1MB,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
page/page-screenshot.spec.ts › page screenshot animations › should not capture pseudo element css animation,passed,unexpected,"Error: locator.screenshot: Protocol error (browsingContext.captureScreenshot): unable to capture screen Message: The dimensions of requested screenshot are incorrect, got width: 10 and height: 0. Call log:  - taking element screenshot  - disabled all CSS animations  - waiting for fonts to load...  - fonts loaded  - attempting scroll into view action  - waiting for element to be stable"
page/page-set-input-files.spec.ts › should upload a folder,passed,unexpected,"Error: elementHandle.setInputFiles: Protocol error (input.setFiles): unsupported operation Message: Failed to add file /home/runner/work/playwright/playwright/test-results/page-set-input-files-should-upload-a-folder-moz-firefox-nightly-page/file-upload-test ([Exception... ""File error: Is directory"" nsresult: ""0x8052000d (NS_ERROR_FILE_IS_DIRECTORY)"" location: ""<unknown>"" data: no])"
page/page-wait-for-function.spec.ts › should poll on interval,passed,unexpected,Error: expect(received).not.toBeLessThan(expected) Expected: not < 100 Received: 99
page/page-wait-for-load-state.spec.ts › should wait for load state of empty url popup,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-wait-for-load-state.spec.ts › should wait for load state of about:blank popup ,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-wait-for-load-state.spec.ts › should wait for load state of about:blank popup with noopener ,passed,unexpected,Test timeout of 15000ms exceeded.
page/wheel.spec.ts › should dispatch wheel events after popup was opened @smoke,passed,unexpected,Test timeout of 15000ms exceeded.
page/workers.spec.ts › Page.workers @smoke,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should emit created and destroyed events,passed,unexpected,"Error: worker.evaluateHandle: Target page, context or browser has been closed"
page/workers.spec.ts › should have JSHandles for console logs,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""1 2 3 JSHandle@object"" Received: ""1 2 3 [object DedicatedWorkerGlobalScope]"""
page/workers.spec.ts › should evaluate,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should report console event on the worker,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should report console event on the worker when not listening on page or context,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should attribute network activity for worker inside iframe to the iframe,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should report network activity,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should report and intercept network from nested worker,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should support extra http headers,passed,unexpected,"Error: worker.evaluate: Target page, context or browser has been closed"
page/workers.spec.ts › should support offline,skipped,skipped,fixme: does not plumb setOffline into WorkerNavigator::OnLine
page/workers.spec.ts › should resolve worker script allHeaders in nested worker inside iframe,skipped,skipped,fixme: nested worker script request is not reported at all
